Participant,Channel,Hardware Channel,Metric,Mean,Std,Day,SkinTone,Speed,Depth,Experiment,Mean PI,Std PI
Fair_Fast_2.5mm,Unpolarized_A_Green,C5,PI,-226.22365739050457,90.01146908452044,Day_1,Fair,Fast,2.5mm,Experiment_2,,
Fair_Fast_2.5mm,Unpolarized_A_Red,C2,PI,-248.62175000270145,89.57601711839119,Day_1,Fair,Fast,2.5mm,Experiment_2,,
Fair_Fast_2.5mm,Unpolarized_A_IR,C4,PI,-205.96638466206545,53.6469004896247,Day_1,Fair,Fast,2.5mm,Experiment_2,,
Fair_Fast_2.5mm,Unpolarized_B_Green,C11,PI,-245.42152808427545,77.41676124233796,Day_1,Fair,Fast,2.5mm,Experiment_2,,
Fair_Fast_2.5mm,Unpolarized_B_Red,C8,PI,-231.7244082353561,69.71021744138426,Day_1,Fair,Fast,2.5mm,Experiment_2,,
Fair_Fast_2.5mm,Unpolarized_B_IR,C10,PI,-213.1763266434535,53.44902197522847,Day_1,Fair,Fast,2.5mm,Experiment_2,,
Fair_Fast_2.5mm,Co-Polarized_Green,C13,PI,-204.96042129118928,65.06364922881946,Day_1,Fair,Fast,2.5mm,Experiment_2,,
Fair_Fast_2.5mm,Co-Polarized_Red,C12,PI,-220.43089854640593,88.44600138787231,Day_1,Fair,Fast,2.5mm,Experiment_2,,
Fair_Fast_2.5mm,Co-Polarized_IR,C15,PI,-194.21514061724648,108.21478209322795,Day_1,Fair,Fast,2.5mm,Experiment_2,,
Fair_Fast_2.5mm,Cross-Polarized_Green,C19,PI,-285.52833339895915,259.8045520157868,Day_1,Fair,Fast,2.5mm,Experiment_2,,
Fair_Fast_2.5mm,Cross-Polarized_Red,C18,PI,-473.655520454374,884.991766918601,Day_1,Fair,Fast,2.5mm,Experiment_2,,
Fair_Fast_2.5mm,Cross-Polarized_IR,C21,PI,-173.2090390903325,90.06114702422182,Day_1,Fair,Fast,2.5mm,Experiment_2,,
Fair_Medium_2.5mm,Unpolarized_A_Green,C5,PI,-206.65583419281967,48.593436460031654,Day_1,Fair,Medium,2.5mm,Experiment_2,,
Fair_Medium_2.5mm,Unpolarized_A_Red,C2,PI,-203.97460684233866,30.207808247228158,Day_1,Fair,Medium,2.5mm,Experiment_2,,
Fair_Medium_2.5mm,Unpolarized_A_IR,C4,PI,-205.59070598373074,14.302619522148033,Day_1,Fair,Medium,2.5mm,Experiment_2,,
Fair_Medium_2.5mm,Unpolarized_B_Green,C11,PI,-208.49836370704483,33.6027154121799,Day_1,Fair,Medium,2.5mm,Experiment_2,,
Fair_Medium_2.5mm,Unpolarized_B_Red,C8,PI,-202.80374518209217,17.368265423898123,Day_1,Fair,Medium,2.5mm,Experiment_2,,
Fair_Medium_2.5mm,Unpolarized_B_IR,C10,PI,-202.51721318925755,48.78097047768174,Day_1,Fair,Medium,2.5mm,Experiment_2,,
Fair_Medium_2.5mm,Co-Polarized_Green,C13,PI,-203.2436924741582,33.74984479176847,Day_1,Fair,Medium,2.5mm,Experiment_2,,
Fair_Medium_2.5mm,Co-Polarized_Red,C12,PI,-203.74307317461194,35.4045869480249,Day_1,Fair,Medium,2.5mm,Experiment_2,,
Fair_Medium_2.5mm,Co-Polarized_IR,C15,PI,-201.8443283220438,31.41598196607907,Day_1,Fair,Medium,2.5mm,Experiment_2,,
Fair_Medium_2.5mm,Cross-Polarized_Green,C19,PI,-202.6274949491534,33.477989859894365,Day_1,Fair,Medium,2.5mm,Experiment_2,,
Fair_Medium_2.5mm,Cross-Polarized_Red,C18,PI,-202.5997612699314,32.628572809149354,Day_1,Fair,Medium,2.5mm,Experiment_2,,
Fair_Medium_2.5mm,Cross-Polarized_IR,C21,PI,-202.57211050719667,33.31655948248531,Day_1,Fair,Medium,2.5mm,Experiment_2,,
